Date,CFR.SW_Close,UHR.SW_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
2015-01-05,76.84595489501953,390.5289001464844,0.19677405402313428,,,,,,
2015-01-06,76.04824829101562,389.0921325683594,0.19545049083626678,,,,,,
2015-01-07,76.22552490234375,389.4513244628906,0.1957254221884332,,,,,,
2015-01-08,79.4606704711914,396.814697265625,0.20024628880618547,,,,,,
2015-01-09,79.8152084350586,395.1085510253906,0.2020083043708398,,,,,,
2015-01-12,79.68225860595703,400.2270202636719,0.1990926513493814,,,,,,
2015-01-13,80.74586486816406,407.321044921875,0.19823641786947513,,,,,,
2015-01-14,78.61864471435547,410.3741149902344,0.19157798175507817,,,,,,
2015-01-15,66.43142700195311,343.2954406738281,0.19351095042672278,,,,,,
2015-01-16,61.95539093017578,318.96038818359375,0.19424164637808952,,,,,,
2015-01-19,64.88032531738281,326.23394775390625,0.19887668271214104,,,,,,
2015-01-20,64.96896362304689,323.5400390625,0.20080656419311516,,,,,,
2015-01-21,65.72235107421875,317.4338073730469,0.20704269535154496,,,,,,
2015-01-22,64.74737548828125,318.96038818359375,0.2029950360199983,,,,,,
2015-01-23,65.76667022705078,328.6584777832031,0.20010641645590907,,,,,,
2015-01-26,67.36208343505861,323.8094482421875,0.20803001209735036,,,,,,
2015-01-27,68.38138580322266,329.197265625,0.2077216093317077,,,,,,
2015-01-28,66.91890716552734,327.3115234375,0.20445020224992316,,,,,,
2015-01-29,67.71662902832031,331.8013916015625,0.2040878391180365,,,,,,
2015-01-30,67.84957885742189,329.46661376953125,0.20593764594577124,,,,,,
2015-02-02,68.15979766845703,337.5484313964844,0.20192597958897499,,,,,,
2015-02-03,69.84384918212889,338.177001953125,0.20653045233339082,,,,,,
2015-02-04,71.48358154296875,348.0547180175781,0.2053802975294205,,,,,,
2015-02-05,71.17337799072266,358.0221862792969,0.19879599845580395,,,,,,
2015-02-06,71.12904357910156,362.0631103515625,0.19645482112230495,,,,,,
2015-02-09,71.0404052734375,370.4142761230469,0.19178635882230086,,,,,,
2015-02-10,71.26200103759766,371.13262939453125,0.19201222256812897,,,,,,
2015-02-11,70.77450561523438,370.95306396484375,0.19079099889020426,,,,,,
2015-02-12,71.26200103759766,382.177734375,0.18646298470039607,,,,,,
2015-02-13,72.68014526367188,384.8716735839844,0.18884254220858385,,,,,,
2015-02-16,72.85740661621094,384.5124816894531,0.18947995210998989,,,,,,
2015-02-17,73.34490203857422,383.1654968261719,0.19141833658328614,,,,,,
2015-02-18,73.69943237304688,384.6920471191406,0.19158033789615067,,,,,,
2015-02-19,74.76305389404297,386.6676330566406,0.19335224234579618,,,,,,
2015-02-20,74.6744155883789,383.2552795410156,0.1948424968282461,,,,,,
2015-02-23,75.25054931640625,389.0023193359375,0.19344498882388622,,,,,,
2015-02-24,75.51644134521484,388.1043701171875,0.19457766301990564,,,,,,
2015-02-25,75.25054931640625,385.2308349609375,0.19533885267527112,,,,,,
2015-02-26,76.35847473144531,391.7860412597656,0.19489840548151996,,,,,,
2015-02-27,74.45283508300781,390.169677734375,0.19082168433830685,,,,,,
2015-03-02,75.0289535522461,391.1574401855469,0.19181267143137007,,,,,,
2015-03-03,74.23124694824219,381.54913330078125,0.19455226200114184,,,,,,
2015-03-04,74.40851593017578,376.0715026855469,0.19785736329081188,,,,,,
2015-03-05,75.38349151611328,382.2675476074219,0.1972008662203521,,,,,,
2015-03-06,75.82666778564453,381.9981384277344,0.19850009766471483,,,,,,
2015-03-09,73.87670135498047,374.45513916015625,0.19729119360111932,,,,,,
2015-03-10,73.12332153320312,373.0184020996094,0.1960314052111471,,,,,,
