Date,ADS.DE_Close,PUM.DE_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
2015-01-02,51.71195602416992,15.173043251037598,3.4081466169045314,,,,,,
2015-01-05,50.181312561035156,14.754115104675293,3.4011739914604346,,,,,,
2015-01-06,50.05299758911133,14.54465103149414,3.4413336889781325,,,,,,
2015-01-07,50.55709838867188,14.575196266174315,3.468707896990952,,,,,,
2015-01-08,52.22522735595703,14.7235689163208,3.547049472364431,,,,,,
2015-01-09,52.078575134277344,14.885028839111328,3.4987218162075497,,,,,,
2015-01-12,51.86776733398438,14.92430305480957,3.4753895805720223,,,,,,
2015-01-13,51.601966857910156,14.963581085205078,3.448503841699398,,,,,,
2015-01-14,50.8228988647461,14.671202659606935,3.4641262917506266,,,,,,
2015-01-15,51.70278549194336,14.470464706420898,3.572987221965413,,,,,,
2015-01-16,51.86776733398438,14.55774211883545,3.562899171491407,,,,,,
2015-01-19,53.90252304077149,15.059581756591795,3.5792842000527396,,,,,,
2015-01-20,53.51756286621094,15.05085563659668,3.555782086971927,,,,,,
2015-01-21,53.20593643188477,14.96794319152832,3.5546591639924654,,,,,,
2015-01-22,53.40757369995117,14.97230625152588,3.5670906540873233,,,,,,
2015-01-23,55.4881591796875,15.015944480895994,3.6952826543999415,,,,,,
2015-01-26,56.43220901489258,15.090129852294922,3.739676832953847,,,,,,
2015-01-27,56.285560607910156,15.125038146972654,3.7213499933668577,,,,,,
2015-01-28,56.27639389038086,14.989760398864744,3.754322443649131,,,,,,
2015-01-29,56.30389785766602,14.55774211883545,3.8676257209431917,,,,,,
2015-01-30,56.08391189575195,14.732295036315918,3.8068686350295065,,,,,,
2015-02-02,56.63384628295898,14.496649742126465,3.9066851507341136,,,,,,
2015-02-03,58.04534149169922,14.906848907470705,3.893870653147176,,,,,,
2015-02-04,58.503623962402344,15.674881935119627,3.732316722036979,,,,,,
2015-02-05,58.33863830566406,15.714155197143555,3.7124896358582857,,,,,,
2015-02-06,58.10033798217773,15.404325485229492,3.771689843731717,,,,,,
2015-02-09,57.20211410522461,15.360685348510742,3.7239298122053195,,,,,,
2015-02-10,57.47707748413086,15.264683723449707,3.7653631431507617,,,,,,
2015-02-11,58.21031951904297,15.199226379394533,3.8298212070818436,,,,,,
2015-02-12,59.87844848632813,15.587607383728027,3.8414136956538636,,,,,,
2015-02-13,59.46599197387695,15.61815357208252,3.807491820298946,,,,,,
2015-02-16,59.60348129272461,15.609427452087402,3.8184284129366968,,,,,,
2015-02-17,58.32030868530274,15.037763595581055,3.8782567843027236,,,,,,
2015-02-18,59.26436233520508,14.937397003173828,3.9675160486537826,,,,,,
2015-02-19,62.20649719238281,15.19486141204834,4.093916719968101,,,,,,
2015-02-20,63.07721710205078,15.142497062683105,4.165575653800001,,,,,,
2015-02-23,63.45300674438477,15.33887004852295,4.1367458322326005,,,,,,
2015-02-24,63.16887283325195,15.225408554077148,4.148911512547637,,,,,,
2015-02-25,62.53644943237305,15.18613338470459,4.117996849373093,,,,,,
2015-02-26,63.141380310058594,15.159951210021973,4.1650121056007725,,,,,,
2015-02-27,63.63632202148438,15.077037811279295,4.22074434103212,,,,,,
2015-03-02,63.13220977783203,15.129404067993164,4.172815366296591,,,,,,
2015-03-03,62.72893142700195,14.946122169494627,4.197003792397276,,,,,,
2015-03-04,63.2421989440918,14.863211631774902,4.2549484264148685,,,,,,
2015-03-05,65.4144287109375,15.094493865966795,4.333661618057025,,,,,,
2015-03-06,65.96436309814453,15.133769035339355,4.358753126475566,,,,,,
2015-03-09,65.50608825683594,15.159951210021973,4.320995981407317,,,,,,
2015-03-10,64.54370880126953,14.96794319152832,4.312129460632942,,,,,,
2015-03-11,65.4052734375,15.190499305725098,4.305669755888117,,,,,,
2015-03-12,65.2952880859375,15.229772567749025,4.287344922287845,,,,,,
2015-03-13,64.94699096679689,15.216680526733398,4.268144478205669,,,,,,
2015-03-16,66.21183013916016,15.421778678894045,4.2933977667424585,,,,,,
2015-03-17,65.5152587890625,15.277775764465332,4.288272049485425,,,,,,
2015-03-18,65.0753173828125,15.055219650268555,4.322442242259261,,,,,,
2015-03-19,64.75450897216797,15.081401824951172,4.293666445849613,,,,,,
2015-03-20,64.43372344970703,15.609427452087402,4.1278723161041055,,,,,,
2015-03-23,63.489662170410156,15.190499305725098,4.179563876908361,,,,,,
2015-03-24,65.22196197509766,15.308323860168455,4.260555405729439,,,,,,
2015-03-25,64.55287933349611,15.526512145996096,4.157590495953253,,,,,,
2015-03-26,65.08447265625,14.963581085205078,4.349525176202699,,,,,,
2015-03-27,66.88090515136719,14.889392852783205,4.491849050706286,,,,,,
2015-03-30,67.64164733886719,14.91557502746582,4.534967456119565,,,,,,
2015-03-31,67.54084014892578,15.072673797607422,4.481012530082549,,,,,,
2015-04-01,67.76081085205078,15.107584953308105,4.48521792605993,,,,,,
2015-04-02,68.11826324462889,15.299593925476074,4.452292235756791,,,,,,
2015-04-07,68.32907867431639,15.36505126953125,4.447045276693109,,,,,,
2015-04-08,68.74152374267578,15.461054801940918,4.446108278074679,,,,,,
2015-04-09,69.49309539794922,15.797070503234865,4.399112821818367,,,,,,
2015-04-10,70.76709747314453,16.233453750610348,4.35933711706197,,,,,,
2015-04-13,70.31800079345703,16.386186599731445,4.29129745139174,,,,,,
2015-04-14,69.76805877685547,16.220361709594727,4.301264054770494,,,,,,
2015-04-15,69.89638519287111,16.91421127319336,4.1324058251328,,,,,,
2015-04-16,69.68556976318361,17.049488067626953,4.087252912625596,,,,,,
