Date,2319.HK_Close,600887.SS_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
2015-01-05,15.068817138671875,13.088082313537598,1.1513388117284007,,,,,,
2015-01-06,15.045011520385742,13.140856742858887,1.1449033966953204,,,,,,
2015-01-07,15.306872367858887,12.740650177001953,1.2014200339233236,,,,,,
2015-01-08,15.616342544555664,12.595519065856935,1.239833186937676,,,,,,
2015-01-09,15.854394912719727,12.380023002624512,1.2806434131308693,,,,,,
2015-01-12,16.044841766357422,12.388819694519045,1.2951065688247803,,,,,,
2015-01-13,16.187671661376953,12.472379684448242,1.297881564779598,,,,,,
2015-01-14,16.02103614807129,12.107356071472168,1.3232481190357233,,,,,,
2015-01-15,16.282894134521484,12.221700668334961,1.3322936452460021,,,,,,
2015-01-16,16.449527740478516,12.331647872924805,1.333927785644518,,,,,,
2015-01-19,16.425725936889652,11.610394477844238,1.414743139712812,,,,,,
2015-01-20,16.473335266113278,11.913848876953125,1.382704735996803,,,,,,
2015-01-21,16.592361450195312,12.230496406555176,1.3566384305793433,,,,,,
2015-01-22,16.401918411254886,12.212904930114744,1.3429989429305076,,,,,,
2015-01-23,16.473335266113278,12.164527893066404,1.3542108177911967,,,,,,
2015-01-26,16.473335266113278,12.555938720703125,1.3119955132427392,,,,,,
2015-01-27,16.425725936889652,12.397615432739258,1.3249101027535568,,,,,,
2015-01-28,16.592361450195312,12.204109191894533,1.3595716974750829,,,,,,
2015-01-29,16.878026962280273,12.010601997375488,1.4052606993361696,,,,,,
2015-01-30,16.830415725708008,12.006204605102539,1.4018098374364882,,,,,,
2015-02-02,16.663780212402347,11.768720626831055,1.415938124524023,,,,,,
2015-02-03,16.806612014770508,11.96222686767578,1.4049735221278223,,,,,,
2015-02-04,17.092277526855472,12.010601997375488,1.4230991527810524,,,,,,
2015-02-05,17.306524276733402,11.878665924072266,1.4569417464348007,,,,,,
2015-02-06,17.306524276733402,11.768720626831055,1.4705527325779932,,,,,,
2015-02-09,16.878026962280273,12.089764595031738,1.3960591895408998,,,,,,
2015-02-10,17.139886856079098,12.15133285522461,1.4105355404456392,,,,,,
2015-02-11,17.139886856079098,12.089764595031738,1.4177188249904136,,,,,,
2015-02-12,17.092277526855472,12.388819694519045,1.3796534252909736,,,,,,
2015-02-13,17.449359893798828,12.481175422668455,1.3980542138769316,,,,,,
2015-02-16,17.49696922302246,12.467982292175293,1.4033521072614357,,,,,,
2015-02-17,17.49696922302246,12.437196731567385,1.4068257985027004,,,,,,
2015-02-25,16.973251342773438,12.31405544281006,1.3783640508686998,,,,,,
2015-02-26,16.854223251342773,12.54714298248291,1.343271793018776,,,,,,
2015-02-27,16.663780212402347,12.419604301452635,1.3417319753458894,,,,,,
2015-03-02,16.592361450195312,12.31405544281006,1.3474327387313554,,,,,,
2015-03-03,16.639972686767578,12.120549201965332,1.3728728302236854,,,,,,
2015-03-04,16.806612014770508,12.217303276062012,1.3756400766199006,,,,,,
2015-03-05,17.092277526855472,11.975419044494627,1.4272801196642202,,,,,,
2015-03-06,17.187498092651367,11.979818344116213,1.434704400262702,,,,,,
2015-03-09,17.187498092651367,12.067774772644045,1.4242475034927746,,,,,,
2015-03-10,17.377941131591793,11.979818344116213,1.4506013891376595,,,,,,
2015-03-11,17.139886856079098,11.953431129455565,1.4338884518138983,,,,,,
2015-03-12,16.735197067260742,12.094161987304688,1.3837417660543803,,,,,,
2015-03-13,17.06846809387207,12.076570510864258,1.4133539052760906,,,,,,
2015-03-16,16.99705696105957,12.358034133911133,1.3753851767101615,,,,,,
