Date,KER.PA_Close,UHR.SW_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
2015-01-05,127.64232635498048,390.5289001464844,0.32684476438773885,,,,,,
2015-01-06,126.44139862060548,389.0921325683594,0.32496518957085585,,,,,,
2015-01-07,128.55281066894528,389.4513244628906,0.3300869777403841,,,,,,
2015-01-08,132.52798461914062,396.814697265625,0.33397952629367283,,,,,,
2015-01-09,131.61660766601562,395.1085510253906,0.3331150574302747,,,,,,
2015-01-12,134.26612854003906,400.2270202636719,0.33547492233678716,,,,,,
2015-01-13,137.2889404296875,407.321044921875,0.33705339348724245,,,,,,
2015-01-14,134.55654907226562,410.3741149902344,0.32788751570129526,,,,,,
2015-01-15,138.07559204101562,343.2954406738281,0.4022063088574602,,,,,,
2015-01-16,137.53750610351562,318.96038818359375,0.4312056016948066,,,,,,
2015-01-19,138.32415771484378,326.23394775390625,0.4240029545275535,,,,,,
2015-01-20,138.447998046875,323.5400390625,0.4279161195876911,,,,,,
2015-01-21,143.0432586669922,317.4338073730469,0.45062389494918653,,,,,,
2015-01-22,143.89126586914062,318.96038818359375,0.45112581749905806,,,,,,
2015-01-23,148.52987670898438,328.6584777832031,0.4519277205651786,,,,,,
2015-01-26,149.40757751464844,323.8094482421875,0.46140586176751,,,,,,
2015-01-27,148.57211303710938,329.197265625,0.4513163642323597,,,,,,
2015-01-28,149.90939331054688,327.3115234375,0.4580021862235841,,,,,,
2015-01-29,150.4525604248047,331.8013916015625,0.4534416196948108,,,,,,
2015-01-30,149.95077514648438,329.46661376953125,0.4551319280301283,,,,,,
2015-02-02,148.90579223632812,337.5484313964844,0.44113904372265733,,,,,,
2015-02-03,148.61351013183594,338.177001953125,0.43945480997680436,,,,,,
2015-02-04,151.95709228515625,348.0547180175781,0.4365896636904138,,,,,,
2015-02-05,151.2880096435547,358.0221862792969,0.42256601808898325,,,,,,
2015-02-06,152.83482360839844,362.0631103515625,0.42212205341769327,,,,,,
2015-02-09,150.87071228027344,370.4142761230469,0.4073026392485913,,,,,,
2015-02-10,153.2943572998047,371.13262939453125,0.4130446777204428,,,,,,
2015-02-11,153.00204467773438,370.95306396484375,0.4124566138972094,,,,,,
2015-02-12,152.7089080810547,382.177734375,0.39957562763510923,,,,,,
2015-02-13,152.8761749267578,384.8716735839844,0.3972133711560305,,,,,,
2015-02-16,151.41390991210938,384.5124816894531,0.393781521075295,,,,,,
2015-02-17,149.24029541015625,383.1654968261719,0.3894930432054562,,,,,,
2015-02-18,149.40757751464844,384.6920471191406,0.3883822882056523,,,,,,
2015-02-19,149.53347778320312,386.6676330566406,0.3867235449761549,,,,,,
2015-02-20,150.11802673339844,383.2552795410156,0.391691999424454,,,,,,
2015-02-23,149.69984436035156,389.0023193359375,0.3848302103080076,,,,,,
2015-02-24,150.70346069335938,388.1043701171875,0.3883065285965595,,,,,,
2015-02-25,149.65846252441406,385.2308349609375,0.38849035160850887,,,,,,
2015-02-26,151.8320770263672,391.7860412597656,0.38753825056696717,,,,,,
2015-02-27,152.12432861328125,390.169677734375,0.38989274998670326,,,,,,
2015-03-02,151.74842834472656,391.1574401855469,0.3879471863624636,,,,,,
2015-03-03,150.87071228027344,381.54913330078125,0.39541621016169276,,,,,,
