Date,Open,High,Low,Close,Adj Close,Volume
2015-06-03,70.0,77.55000305175781,70.0,74.0999984741211,65.57584381103516,87538109
2015-06-04,70.19999694824219,71.44999694824219,69.0,70.05000305175781,61.99174118041992,89068164
2015-06-05,67.25,68.3499984741211,66.0999984741211,67.75,59.95631790161133,72931827
2015-06-08,68.5,68.5999984741211,66.0999984741211,66.19999694824219,58.584625244140625,22580707
2015-06-09,65.0,65.05000305175781,63.45000076293945,63.849998474121094,56.50495910644531,36029631
2015-06-10,64.44999694824219,67.0,63.849998474121094,65.5999984741211,58.05364227294922,18198514
2015-06-11,65.5999984741211,68.19999694824219,65.5,68.05000305175781,60.22181701660156,22215613
2015-06-12,68.19999694824219,68.69999694824219,67.5,67.80000305175781,60.000572204589844,16817690
2015-06-15,67.0,67.5,65.80000305175781,65.94999694824219,58.36338424682617,12294969
2015-06-16,65.0999984741211,65.1500015258789,64.5999984741211,64.9000015258789,57.43417739868164,11456786
2015-06-17,64.69999694824219,66.0,64.55000305175781,65.75,58.18639373779297,11816101
2015-06-18,66.0,66.44999694824219,65.55000305175781,66.1500015258789,58.540382385253906,8906034
2015-06-19,67.0,67.1500015258789,65.0,66.5,58.85011672973633,18575814
2015-06-22,65.1500015258789,65.9000015258789,64.80000305175781,65.0,57.52267074584961,15718522
2015-06-23,64.80000305175781,66.19999694824219,64.80000305175781,66.0,58.40763473510742,20806034
2015-06-24,65.6500015258789,66.0999984741211,65.4000015258789,65.5,57.96514892578125,8422942
2015-06-25,65.05000305175781,65.44999694824219,64.69999694824219,64.75,57.301429748535156,8778155
2015-06-26,64.55000305175781,65.0,63.79999923706055,63.849998474121094,56.50495910644531,13585200
2015-06-29,63.849998474121094,64.5,63.0,63.20000076293945,55.92973327636719,11415061
2015-06-30,63.95000076293945,65.05000305175781,63.75,64.30000305175781,56.903194427490234,9643743
2015-07-02,65.05000305175781,65.5,64.1500015258789,64.8499984741211,57.38991928100586,13765405
2015-07-03,64.9000015258789,65.0,63.79999923706055,64.05000305175781,56.68195343017578,10370760
2015-07-06,62.599998474121094,63.79999923706055,61.25,62.849998474121094,55.619991302490234,12841953
2015-07-07,61.70000076293945,62.79999923706055,61.5,62.150001525878906,55.000518798828125,16046865
2015-07-08,60.0,60.0,55.95000076293945,57.95000076293945,51.28367233276367,27352914
2015-07-09,56.75,61.900001525878906,56.75,60.70000076293945,53.717323303222656,24263706
2015-07-10,60.5,61.599998474121094,60.0,61.04999923706055,54.027061462402344,16416725
2015-07-13,60.5,63.099998474121094,60.25,63.04999923706055,55.79698944091797,7707997
2015-07-14,63.900001525878906,65.30000305175781,63.099998474121094,65.0999984741211,57.61116409301758,12609342
2015-07-15,65.44999694824219,66.5,65.19999694824219,66.3499984741211,58.717369079589844,10932862
2015-07-16,66.5,66.80000305175781,65.4000015258789,66.69999694824219,59.027099609375,6768144
2015-07-17,67.0,67.5,66.0999984741211,67.3499984741211,59.60234069824219,15601224
2015-07-20,67.75,67.75,66.19999694824219,66.8499984741211,59.15985107421875,3616482
2015-07-21,66.5,67.05000305175781,65.3499984741211,65.5999984741211,58.05364227294922,5463148
2015-07-22,65.25,66.5,65.19999694824219,65.5999984741211,58.05364227294922,7299283
2015-07-23,66.0,66.1500015258789,64.69999694824219,64.8499984741211,57.38991928100586,6508918
2015-07-24,64.6500015258789,65.05000305175781,63.900001525878906,64.0,56.6377067565918,8420031
2015-07-27,63.5,64.0999984741211,63.0,63.54999923706055,56.23946762084961,9883958
2015-07-28,63.0,64.80000305175781,62.95000076293945,64.4000015258789,56.99169921875,6947282
2015-07-29,64.0,65.0,63.79999923706055,64.69999694824219,57.257179260253906,8025722
2015-07-30,64.5999984741211,64.94999694824219,64.19999694824219,64.5,57.08019256591797,6138849
2015-07-31,64.05000305175781,64.9000015258789,64.0,64.5999984741211,57.16868209838867,4363212
2015-08-03,64.69999694824219,64.8499984741211,63.599998474121094,64.30000305175781,56.903194427490234,9768430
2015-08-04,64.75,64.75,63.0,63.79999923706055,56.46070861816406,3754604
2015-08-05,63.0,63.599998474121094,63.0,63.099998474121094,55.84123992919922,4107244
2015-08-06,62.150001525878906,63.400001525878906,62.150001525878906,63.150001525878906,55.8854866027832,4779272
2015-08-07,63.150001525878906,63.5,62.20000076293945,62.29999923706055,55.133270263671875,6924899
2015-08-10,61.45000076293945,62.099998474121094,60.349998474121094,62.04999923706055,54.912025451660156,11370064
2015-08-11,62.099998474121094,62.349998474121094,60.849998474121094,60.95000076293945,53.938568115234375,8106126
2015-08-12,60.099998474121094,60.599998474121094,59.900001525878906,60.150001525878906,53.230594635009766,8824387
2015-08-13,59.849998474121094,60.150001525878906,59.400001525878906,59.650001525878906,52.78811264038086,6641024
2015-08-14,59.45000076293945,59.95000076293945,59.0,59.349998474121094,52.52262496948242,5592989
2015-08-17,59.400001525878906,59.79999923706055,59.0,59.5,52.65536880493164,3817354
2015-08-18,59.5,59.79999923706055,58.5,58.599998474121094,51.85889434814453,4960051
2015-08-19,58.599998474121094,58.95000076293945,57.0,57.29999923706055,50.70844650268555,8568478
2015-08-20,56.150001525878906,57.25,56.150001525878906,56.599998474121094,50.08897018432617,7464344
2015-08-21,55.04999923706055,55.5,53.29999923706055,54.54999923706055,48.27479553222656,17814008
2015-08-24,53.0,53.0,50.70000076293945,50.849998474121094,45.000423431396484,14708128
2015-08-25,51.5,53.70000076293945,50.79999923706055,52.20000076293945,46.195133209228516,21461390
2015-08-26,51.20000076293945,51.79999923706055,50.099998474121094,50.29999923706055,44.51369857788086,16957577
2015-08-27,52.45000076293945,53.0,51.25,52.849998474121094,46.770355224609375,14967107
2015-08-28,54.0,54.0,52.599998474121094,52.599998474121094,46.54911422729492,12728337
2015-08-31,53.54999923706055,54.650001525878906,52.75,54.29999923706055,48.05355453491211,10901327
2015-09-01,53.70000076293945,54.5,53.349998474121094,53.70000076293945,47.522579193115234,9732722
2015-09-02,54.25,54.25,52.5,53.04999923706055,46.94735336303711,8253223
2015-09-04,54.150001525878906,54.650001525878906,53.70000076293945,53.95000076293945,47.743812561035156,11101747
2015-09-07,54.5,54.900001525878906,53.75,54.0,47.788063049316406,10421003
2015-09-08,54.849998474121094,55.599998474121094,54.25,55.0,48.67302703857422,14037257
2015-09-09,56.0,56.54999923706055,55.20000076293945,56.5,50.00046920776367,11833651
2015-09-10,55.400001525878906,57.04999923706055,55.400001525878906,56.79999923706055,50.265960693359375,15567434
2015-09-11,57.45000076293945,58.75,57.099998474121094,58.5,51.7703971862793,12038326
2015-09-14,59.849998474121094,59.849998474121094,57.849998474121094,59.099998474121094,52.3013801574707,10270949
2015-09-15,59.20000076293945,59.29999923706055,56.599998474121094,56.95000076293945,50.39870834350586,13840470
2015-09-16,58.0,59.25,57.349998474121094,59.04999923706055,52.25712966918945,12332432
2015-09-17,59.900001525878906,59.95000076293945,58.349998474121094,59.650001525878906,52.78811264038086,17790149
2015-09-18,60.79999923706055,65.8499984741211,60.45000076293945,62.45000076293945,55.26601028442383,77622470
2015-09-21,61.849998474121094,61.849998474121094,60.099998474121094,60.599998474121094,53.62882614135742,30348252
2015-09-22,59.75,60.349998474121094,58.29999923706055,58.849998474121094,52.3826789855957,18653736
2015-09-23,58.20000076293945,58.599998474121094,56.20000076293945,57.25,50.9585075378418,14849665
2015-09-24,57.099998474121094,57.29999923706055,56.0,56.150001525878906,49.979400634765625,10510267
2015-09-25,56.0,57.29999923706055,56.0,56.70000076293945,50.46895217895508,9967934
2015-09-29,55.0,55.5,54.349998474121094,55.349998474121094,49.26730728149414,10004163
2015-09-30,56.79999923706055,57.0,56.099998474121094,56.349998474121094,50.15741729736328,6068394
2015-10-02,57.0,57.54999923706055,55.849998474121094,56.900001525878906,50.64697265625,12733976
2015-10-05,59.0,59.0,57.5,58.0,51.62608337402344,4651858
2015-10-06,58.599998474121094,58.75,56.900001525878906,57.54999923706055,51.22554397583008,4380203
2015-10-07,57.70000076293945,59.5,56.79999923706055,59.29999923706055,52.78322982788086,7000681
2015-10-08,59.0,59.0,58.04999923706055,58.45000076293945,52.02663803100586,4673145
2015-10-09,58.099998474121094,58.349998474121094,57.20000076293945,57.29999923706055,51.00301742553711,5893619
2015-10-12,57.400001525878906,57.400001525878906,56.0,56.25,50.06840515136719,8093852
2015-10-13,55.849998474121094,56.400001525878906,55.75,55.849998474121094,49.712364196777344,4990935
2015-10-14,55.5,56.0,55.349998474121094,55.54999923706055,49.44533157348633,4571742
2015-10-15,56.099998474121094,56.900001525878906,55.349998474121094,56.75,50.51346206665039,6005991
2015-10-16,56.849998474121094,57.29999923706055,56.5,57.25,50.9585075378418,4503996
2015-10-19,57.349998474121094,57.849998474121094,56.79999923706055,57.70000076293945,51.359066009521484,3503511
2015-10-20,57.95000076293945,57.95000076293945,56.70000076293945,57.0,50.735984802246094,3091958
2015-10-22,56.54999923706055,57.25,56.0,57.0,50.735984802246094,3873618
2015-10-23,57.75,58.04999923706055,56.70000076293945,58.0,51.62608337402344,5937508
2015-10-26,57.650001525878906,58.400001525878906,57.400001525878906,57.75,51.403564453125,5332318
2015-10-27,57.04999923706055,57.54999923706055,56.5,56.650001525878906,50.42445373535156,3889712
2015-10-28,56.45000076293945,56.5,56.0,56.04999923706055,49.89038848876953,3296205
2015-10-29,56.599998474121094,56.599998474121094,54.849998474121094,55.0,48.95577621459961,6579527
2015-10-30,55.04999923706055,55.20000076293945,54.29999923706055,54.5,48.51072311401367,6340451
2015-11-02,53.79999923706055,53.79999923706055,52.349998474121094,52.54999923706055,46.77501678466797,4600870
