Date,MC.PA_Close,CFR.SW_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower,Spread,Spread_Moving_Avg,Spread_Sigma,Spread_Upper_band,Spread_Lower_band
2015-01-05,113.57857513427734,76.84595489501953,1.478003302703946,,,,,,,-40.24755472313933,,,,
2015-01-06,112.2823257446289,76.04824829101562,1.4764616972498232,,,,,,,-39.94699762084869,,,,
2015-01-07,112.37171173095705,76.22552490234375,1.4742005630649568,,,,,,,-40.21247449063439,,,,
2015-01-08,115.9028778076172,79.4606704711914,1.4586194292135752,,,,,,,-43.15725009575898,,,,
2015-01-09,114.15965270996094,79.8152084350586,1.4302994999110552,,,,,,,-45.61017036141362,,,,
2015-01-12,117.9590072631836,79.68225860595703,1.480367265271833,,,,,,,-41.54468393822023,,,,
2015-01-13,118.85295104980469,80.74586486816406,1.4719385474892006,,,,,,,-42.779810383479685,,,,
2015-01-14,118.6294937133789,78.61864471435547,1.5089231586781298,,,,,,,-38.745111984029734,,,,
2015-01-15,120.73030090332031,66.43142700195311,1.8173672665464613,,,,,,,-12.248583028516066,,,,
2015-01-16,119.97044372558594,61.95539093017578,1.9364003991322334,,,,,,,-4.048550164356698,,,,
2015-01-19,119.97044372558594,64.88032531738281,1.8491036094334028,,,,,,,-9.903527664286145,,,,
2015-01-20,122.02655029296876,64.96896362304689,1.8782283645614664,,,,,,,-8.024852524960252,,,,
2015-01-21,122.83113861083984,65.72235107421875,1.8689401185926755,,,,,,,-8.728354984999754,,,,
2015-01-22,123.23342895507812,64.74737548828125,1.9032961263021755,,,,,,,-6.374410564823222,,,,
2015-01-23,126.80928802490234,65.76667022705078,1.9281695057254677,,,,,,,-4.838921284965721,,,,
2015-01-26,129.31242370605472,67.36208343505861,1.9196618796792446,,,,,,,-5.529398587691503,,,,
2015-01-27,129.71470642089844,68.38138580322266,1.8969300621395901,,,,,,,-7.167500934929137,,,,
2015-01-28,129.8040771484375,66.91890716552734,1.9397220105128206,,,,,,,-4.15061854925338,,,,
2015-01-29,129.35710144042972,67.71662902832031,1.910270834455304,,,,,,,-6.194431293429517,,,,
2015-01-30,128.28433227539062,67.84957885742189,1.890716706509932,,,,,,,-7.533332328439371,,,,
2015-02-02,128.10556030273438,68.15979766845703,1.8794885648849133,,,,,,,-8.33308375506553,,,,
2015-02-03,129.17829895019528,69.84384918212889,1.8495300654656421,,,,,,,-10.631389519539653,,,,
2015-02-04,139.68244934082028,71.48358154296875,1.9540493960400855,,,,,,,-3.4095678268212737,,,,
2015-02-05,137.22401428222656,71.17337799072266,1.9280244686449126,,,,,,,-5.247053975674362,,,,
2015-02-06,136.59825134277344,71.12904357910156,1.9204286247834126,,,,,,,-5.784070656869716,,,,
2015-02-09,134.63154602050778,71.0404052734375,1.895140455664707,,,,,,,-7.573344551078463,,,,
2015-02-10,139.593017578125,71.26200103759766,1.9588703031855093,,,,,,,-3.0554515636035546,,,,
